
1114091,32.542842,-117.030331
1118333,32.543777,-117.031517
1118348,32.557644,-117.059898
1114720,32.561334,-117.067081
1118352,32.566147,-117.074193
1118743,32.577095,-117.082878
1123135,32.595086,-117.088638
1123133,32.595101,-117.08864
1120362,32.604051,-117.089763
1118796,32.613851,-117.090918
1118735,32.630551,-117.096241
1118450,32.640259,-117.100052
1114190,32.658963,-117.107386
1123331,32.670525,-117.111203
1118479,32.673051,-117.110394
1114205,32.686187,-117.11275
1125469,32.688981,-117.115932
1125472,32.688981,-117.115932
1114211,32.694337,-117.124759
1122515,32.69457,-117.130324
1117762,32.694578,-117.129462
1114219,32.694337,-117.124759
1117782,32.706202,-117.147449
1117796,32.712585,-117.147532
1117809,32.717974,-117.147607
1120367,32.717974,-117.147607
1117748,32.723971,-117.150962
1113976,32.724117,-117.156091
1117741,32.723871,-117.164331
1113481,32.72817,-117.168445
1108603,32.72817,-117.168445
1108604,32.72817,-117.168445
1117835,32.731968,-117.171694
1118078,32.735429,-117.174785
1117717,32.735914,-117.175223
1108611,32.742189,-117.181604
1108612,32.742189,-117.181604
1108613,32.743821,-117.185125
1108614,32.743821,-117.185125
1114050,32.74656,-117.190927
1108617,32.750204,-117.196172
1108618,32.750204,-117.196172
1122434,32.750068,-117.196046
1118496,32.768302,-117.206075
1122588,32.76833,-117.206083
1126405,32.770668,-117.206677
1126411,32.770668,-117.206677
1127195,32.770668,-117.206677
1114805,32.779349,-117.208332
1114037,32.786214,-117.20713
1114035,32.786214,-117.20713
1108547,32.792508,-117.207356
1100313,32.788206,-117.20689
1108548,32.792508,-117.207356
1118707,32.797132,-117.209541
1122814,32.797157,-117.209556
1118521,32.807939,-117.216589
1108666,32.815089,-117.222158
1108665,32.815089,-117.222158
1119637,32.834969,-117.233294
1120370,32.835512,-117.233527
1122594,32.837787,-117.234529
1118537,32.848758,-117.235323
1114296,32.855148,-117.231251
1118544,32.86451,-117.229736
1108719,32.871703,-117.229123
1108720,32.871703,-117.229123
1113468,32.871703,-117.229123
1122536,32.911982,-117.228523
1118170,32.918784,-117.235428
1120723,32.918784,-117.235428
1120724,32.918784,-117.235428
1122553,32.918909,-117.235565
1122552,32.918909,-117.235565
1122575,32.925983,-117.23942
1122576,32.925983,-117.23942
1119822,32.931143,-117.240825
1108438,32.935788,-117.241314
1108437,32.935788,-117.241314
1113514,32.935788,-117.241314
1115277,32.930695,-117.240733
1108436,32.935788,-117.241314
1119828,32.943477,-117.242328
1120104,32.943506,-117.242333
1120107,32.943535,-117.242339
1108507,32.952314,-117.243976
1100323,32.947766,-117.243147
1108508,32.952314,-117.243976
1119679,32.962322,-117.246309
1120385,32.962336,-117.246314
1119850,32.969013,-117.248831
1120394,32.969027,-117.248836
1100326,32.97674,-117.251751
1108510,32.979329,-117.252709
1122734,32.979357,-117.252719
1108509,32.979329,-117.252709
1108511,32.982996,-117.254105
1126614,32.987715,-117.255119
1100330,32.993716,-117.256045
1108512,32.997569,-117.25673
1108513,32.997569,-117.25673
1120694,32.995523,-117.256356
1120732,32.994635,-117.256182
1119645,33.00551,-117.25907
1120415,33.005523,-117.259079
1127151,33.010571,-117.26477
1119659,33.017612,-117.27184
1122510,33.027309,-117.275242
1122016,33.027309,-117.275242
1122507,33.027309,-117.275242
1122001,33.037208,-117.281927
1125309,33.037208,-117.281927
1125314,33.037208,-117.281927
1122513,33.048098,-117.286976
1122068,33.048098,-117.286976
1122512,33.048098,-117.286976
1119879,33.055577,-117.289125
1108651,33.066891,-117.292681
1113518,33.066891,-117.292681
1108652,33.066891,-117.292681
1119890,33.073419,-117.294587
1113806,33.086077,-117.299048
1108663,33.086077,-117.299048
1108664,33.086077,-117.299048
1119903,33.09232,-117.303146
1108683,33.105403,-117.311607
1108682,33.105403,-117.311607
1113943,33.105403,-117.311607
1119921,33.115949,-117.31811
1108688,33.12394,-117.32296
1100340,33.11957,-117.320309
1108687,33.12394,-117.32296
1108659,33.136599,-117.330302
1113800,33.136599,-117.330302
1108660,33.136599,-117.330302
1119928,33.142807,-117.333209
1119934,33.155404,-117.338099
1119941,33.167741,-117.344387
1126594,33.167741,-117.344387
1119947,33.173355,-117.348324
1120112,33.17338,-117.348343
1115289,33.179859,-117.353416
1115304,33.191415,-117.363042
1115306,33.200816,-117.373244
1115314,33.203683,-117.381192
1115323,33.268349,-117.436582
1119960,33.224874,-117.393754
1119972,33.236554,-117.40592
1119984,33.246111,-117.417364
1119990,33.25805,-117.426272
1121692,33.281567,-117.449193
1121707,33.303917,-117.470642
1121724,33.363,-117.540497
1121731,33.383518,-117.577735
1121737,33.393542,-117.591561
1127030,33.393542,-117.591561
1114228,32.542721,-117.030485
1118326,32.543587,-117.031769
1118341,32.558422,-117.06236
1114721,32.561106,-117.067228
1118365,32.562859,-117.069998
1118372,32.576983,-117.083123
1118379,32.586324,-117.087376
1118695,32.595653,-117.088997
1123134,32.59507,-117.088901
1120356,32.613849,-117.091173
1118413,32.621946,-117.093171
1118428,32.630458,-117.096492
1114240,32.65888,-117.10767
1118465,32.671747,-117.111237
1118472,32.67696,-117.109463
1114254,32.685989,-117.113063
1118076,32.68395,-117.111888
1126864,32.694108,-117.124841
1117755,32.694358,-117.129467
1114268,32.694104,-117.124824
1117774,32.7062,-117.147722
1117789,32.712581,-117.147751
1122517,32.712611,-117.147752
1117810,32.717944,-117.147838
1120743,32.71803,-117.147847
1117683,32.723795,-117.151061
1113977,32.723901,-117.156051
1108417,32.723849,-117.156302
1108418,32.723849,-117.156302
1117734,32.725605,-117.166389
1108605,32.731172,-117.171313
1108606,32.731172,-117.171313
1118702,32.735387,-117.175064
1117724,32.735815,-117.175452
1108610,32.740771,-117.179757
1108609,32.740771,-117.179757
1117871,32.743125,-117.184141
1108616,32.74683,-117.191991
1100348,32.748777,-117.195062
1108615,32.74683,-117.191991
1117818,32.749347,-117.195726
1126419,32.768531,-117.206423
1126426,32.768531,-117.206423
1114806,32.779286,-117.2086
1100353,32.791267,-117.207352
1108711,32.786195,-117.207405
1108712,32.786195,-117.207405
1108713,32.789257,-117.207153
1108693,32.797079,-117.209814
1108694,32.797079,-117.209814
1119308,32.807319,-117.21645
1119307,32.807319,-117.21645
1118529,32.815542,-117.222956
1120472,32.833981,-117.233282
1108668,32.833981,-117.233282
1127089,32.836089,-117.234107
1108667,32.833981,-117.233282
1119817,32.842472,-117.23661
1122596,32.842501,-117.23661
1100363,32.853244,-117.23283
1108670,32.847539,-117.236023
1108669,32.847539,-117.236023
1108453,32.86542,-117.229933
1108452,32.86542,-117.229933
1108497,32.869675,-117.229543
1100369,32.874663,-117.229121
1108499,32.872445,-117.229306
1108498,32.872445,-117.229306
1127123,32.908625,-117.22684
1122544,32.911761,-117.228812
1120754,32.91625,-117.232541
1118152,32.91625,-117.232541
1120749,32.91625,-117.232541
1122560,32.918796,-117.235719
1122567,32.918817,-117.235742
1122561,32.919669,-117.236554
1122584,32.925907,-117.239661
1122583,32.925907,-117.239661
1113026,32.932199,-117.241271
1100372,32.935518,-117.241569
1108434,32.930636,-117.241019
1108435,32.930636,-117.241019
1119834,32.943442,-117.242594
1120377,32.943428,-117.242592
1120374,32.943471,-117.2426
1119528,32.952468,-117.244298
1100377,32.952969,-117.244393
1108432,32.950361,-117.243898
1119284,32.952353,-117.244277
1119842,32.96573,-117.247857
1120388,32.965743,-117.247862
1108468,32.9806,-117.253496
1100381,32.983511,-117.254568
1108469,32.9806,-117.253496
1120314,32.9806,-117.253496
1108471,32.993896,-117.256417
1108472,32.993896,-117.256417
1100384,32.998264,-117.257083
1120740,32.995208,-117.256294
1119532,32.995955,-117.25672
1100387,33.01282,-117.267692
1108473,33.011021,-117.265657
1108474,33.011021,-117.265657
1119666,33.017512,-117.272059
1100390,33.028286,-117.276239
1108476,33.023196,-117.273761
1108475,33.023196,-117.273761
1108477,33.034109,-117.280149
1100393,33.038329,-117.283004
1108478,33.034109,-117.280149
1108480,33.046313,-117.286725
1100396,33.05142,-117.288241
1108479,33.046313,-117.286725
1119877,33.055523,-117.289401
1108724,33.063387,-117.291861
1108723,33.063387,-117.291861
1113960,33.063387,-117.291861
1119897,33.073371,-117.294873
1113803,33.081594,-117.297304
1108726,33.081594,-117.297304
1108725,33.081594,-117.297304
1119909,33.092248,-117.303383
1108680,33.101294,-117.309226
1108681,33.101294,-117.309226
1113939,33.101294,-117.309226
1119915,33.112683,-117.316473
1108684,33.120034,-117.320913
1100407,33.125191,-117.324048
1108685,33.122973,-117.322702
1108686,33.122973,-117.322702
1108662,33.132498,-117.32842
1108661,33.132498,-117.32842
1113797,33.132498,-117.32842
1113794,33.150654,-117.335723
1108561,33.150654,-117.335723
1108560,33.150654,-117.335723
1113791,33.16181,-117.341739
1108658,33.16181,-117.341739
1108657,33.16181,-117.341739
1108463,33.169332,-117.345692
1108464,33.169332,-117.345692
1113788,33.169332,-117.345692
1113782,33.179471,-117.353435
1108462,33.179471,-117.353435
1108461,33.179471,-117.353435
1113780,33.190633,-117.362749
1108460,33.190633,-117.362749
1108459,33.190633,-117.362749
1108673,33.200559,-117.37328
1108672,33.200559,-117.37328
1113776,33.200559,-117.37328
1108674,33.198722,-117.369742
1122252,33.210909,-117.387715
1122257,33.210909,-117.387715
1122250,33.210909,-117.387715
1119954,33.218567,-117.391109
1119966,33.230196,-117.400904
1119978,33.240152,-117.413376
1119997,33.257953,-117.426547
1121702,33.28155,-117.44953
1121712,33.303926,-117.470979
1121715,33.336621,-117.503366
1121734,33.383349,-117.578043
1113951,32.759557,-117.173668
1113486,32.760689,-117.168683
1116570,32.759557,-117.173668
1111514,32.755748,-117.232784
1115413,32.763372,-117.161338
1108728,32.756831,-117.223377
1108729,32.756831,-117.223377
1115432,32.765198,-117.154206
1115438,32.767586,-117.14542
1114540,32.760498,-117.169513
1115426,32.764511,-117.156918
1111566,32.765546,-117.152802
1116300,32.765546,-117.152802
1115444,32.767861,-117.144769
1116783,32.770352,-117.137439
1108371,32.770352,-117.137439
1108369,32.770356,-117.137423
1113418,32.770352,-117.137439
1100416,32.768283,-117.143779
1116706,32.771056,-117.134434
1122625,32.771056,-117.134434
1111565,32.771056,-117.134434
1111549,32.778522,-117.112308
1115450,32.778557,-117.109532
1115454,32.779091,-117.100686
1108367,32.778954,-117.101668
1108366,32.778954,-117.101668
1127052,32.780008,-117.094988
1114573,32.779857,-117.080031
1113435,32.780608,-117.086932
1116293,32.780608,-117.086932
1111564,32.780608,-117.086932
1118752,32.778134,-117.0595
1126977,32.772582,-117.016817
1126979,32.772582,-117.016817
1126974,32.772582,-117.016817
1111534,32.774341,-117.012345
1127026,32.774956,-117.010577
1126965,32.778355,-117.001957
1111535,32.77337,-117.030306
1126968,32.778355,-117.001957
1115463,32.778934,-116.989776
1113430,32.782739,-116.980888
1111532,32.782739,-116.980888
1111531,32.795451,-116.976955
1111530,32.801931,-116.972947
1122636,32.804252,-116.923029
1111561,32.802947,-116.949553
1122645,32.807509,-116.91965
1111563,32.802953,-116.938854
1115537,32.802941,-116.9274
1115541,32.804955,-116.921929
1115477,32.815535,-116.913761
1125476,32.816014,-116.913246
1116690,32.80316,-116.938857
1111575,32.826429,-116.903238
1115486,32.829827,-116.898784
1111569,32.811963,-116.916858
1115490,32.839397,-116.888318
1113364,32.844457,-116.881098
1116575,32.759691,-117.201429
1116574,32.759826,-117.200173
1111515,32.760559,-117.192749
