way_id,node_id,lat,lon
5943214,49000333,32.5673180,-117.0677570
89533226,49000333,32.5673180,-117.0677570
138307353,49000333,32.5673180,-117.0677570
5943672,48922634,32.5661350,-117.0761180
5943675,48922634,32.5661350,-117.0761180
5943672,48922635,32.5662460,-117.0758130
5943675,48922646,32.5657310,-117.0759280
5943675,48922649,32.5654490,-117.0758670
5943675,48922650,32.5653840,-117.0758970
5943677,48922657,32.5648650,-117.0840680
738814796,48922657,32.5648650,-117.0840680
5943677,48922658,32.5648650,-117.0835270
5943677,48922660,32.5648310,-117.0834430
577731556,48922660,32.5648310,-117.0834430
5943677,48922662,32.5647580,-117.0833660
5943677,5537756341,32.5647097,-117.0833449
577731550,5537756341,32.5647097,-117.0833449
5943677,48922664,32.5646550,-117.0833210
5943677,48922666,32.5645640,-117.0832140
5943677,5537756343,32.5645542,-117.0831744
577731552,5537756343,32.5645542,-117.0831744
5943677,48922668,32.5645260,-117.0830610
5943677,48922670,32.5645410,-117.0829390
5943677,5537756349,32.5646087,-117.0827276
577731554,5537756349,32.5646087,-117.0827276
5943677,5537756345,32.5646171,-117.0827014
577731553,5537756345,32.5646171,-117.0827014
5943677,48922672,32.5647390,-117.0823210
5945403,48922672,32.5647390,-117.0823210
5943677,5537756346,32.5647759,-117.0822262
577731554,5537756346,32.5647759,-117.0822262
5943677,48922674,32.5648160,-117.0821230
5943677,5698440723,32.5649424,-117.0817263
598725179,5698440723,32.5649424,-117.0817263
5943677,48922675,32.5649671,-117.0816489
576340684,48922675,32.5649671,-117.0816489
5943677,48922678,32.5650140,-117.0813670
5943677,5527978764,32.5650602,-117.0808352
5950292,5527978764,32.5650602,-117.0808352
576340682,5527978764,32.5650602,-117.0808352
5943677,5527978762,32.5650759,-117.0801937
576340679,5527978762,32.5650759,-117.0801937
5943677,48922681,32.5650790,-117.0800480
5943677,48922683,32.5651210,-117.0797120
5943677,48922685,32.5651700,-117.0795210
5945403,48937416,32.5643967,-117.0821725
5945407,48937429,32.5651050,-117.0702900
5974225,48937429,32.5651050,-117.0702900
5945407,48937430,32.5649422,-117.0704007
5945407,48937431,32.5643485,-117.0703156
5945407,48937432,32.5641555,-117.0702481
5945407,2734079602,32.5638446,-117.0700067
268047699,2734079602,32.5638446,-117.0700067
5945407,5527978727,32.5637090,-117.0698699
5945407,48937433,32.5636272,-117.0696840
5945407,48937434,32.5633281,-117.0692782
5945407,48937435,32.5641168,-117.0687172
5974225,48937435,32.5641168,-117.0687172
5946513,48914378,32.5683220,-117.0317970
123698506,48914378,32.5683220,-117.0317970
5946513,277146641,32.5684119,-117.0326590
5947559,48905338,32.5625150,-117.0686420
425886811,48905338,32.5625150,-117.0686420
425886812,48905338,32.5625150,-117.0686420
5947559,48957819,32.5637440,-117.0702510
5947559,48957820,32.5639924,-117.0704921
5947559,6800771355,32.5641798,-117.0706085
5947559,48957821,32.5643643,-117.0706859
5947559,6800771356,32.5645453,-117.0707419
5947559,48957822,32.5647173,-117.0707624
5947559,6800771357,32.5649466,-117.0707822
5947559,48957823,32.5651700,-117.0707612
5947559,6800771358,32.5653549,-117.0707250
5947559,48957824,32.5655473,-117.0706410
5947559,6800771359,32.5657032,-117.0705608
5947559,276302124,32.5658532,-117.0704664
5947559,6800771360,32.5660360,-117.0702989
5947559,48957825,32.5662100,-117.0701101
5947559,48916441,32.5664830,-117.0696560
123698511,48916441,32.5664830,-117.0696560
138307353,48916441,32.5664830,-117.0696560
5947732,277141901,32.5678779,-117.0447950
5952635,277141901,32.5678779,-117.0447950
256174868,277141901,32.5678779,-117.0447950
5947732,277141902,32.5678663,-117.0425637
5947732,277141903,32.5678374,-117.0411561
25429964,277141903,32.5678374,-117.0411561
5949222,48978510,32.5630023,-117.0546654
576440356,48978510,32.5630023,-117.0546654
5949224,48978513,32.5635543,-117.0535684
576440345,48978513,32.5635543,-117.0535684
5949224,5528801754,32.5633699,-117.0535656
576440346,5528801754,32.5633699,-117.0535656
5949224,5528801756,32.5631472,-117.0535622
576440347,5528801756,32.5631472,-117.0535622
5949224,5528801760,32.5629787,-117.0535596
576440348,5528801760,32.5629787,-117.0535596
5949224,48978514,32.5625703,-117.0535534
576440349,48978514,32.5625703,-117.0535534
5949224,48978515,32.5624363,-117.0535834
5949224,48978516,32.5623643,-117.0536214
576440350,48978516,32.5623643,-117.0536214
5949224,48978517,32.5623063,-117.0536754
5949224,48978518,32.5622193,-117.0537974
5949224,48978519,32.5621693,-117.0539654
5949224,48978520,32.5621128,-117.0541512
5949224,5528801781,32.5621074,-117.0544902
5949224,48978521,32.5621583,-117.0548424
149518587,48978521,32.5621583,-117.0548424
5949238,48978568,32.5662310,-117.0525510
5950270,48978568,32.5662310,-117.0525510
5949238,5528801785,32.5660796,-117.0519866
576440354,5528801785,32.5660796,-117.0519866
5949238,48978570,32.5660060,-117.0517120
5949238,48978571,32.5659220,-117.0516430
5949238,48978572,32.5658380,-117.0516430
5949238,48978573,32.5657650,-117.0516970
5949238,48978575,32.5657390,-117.0517580
5949238,48978576,32.5657135,-117.0518845
5949238,48978577,32.5656860,-117.0519333
5949238,48978578,32.5656330,-117.0519625
5949238,48978579,32.5655520,-117.0519604
5997402,48978579,32.5655520,-117.0519604
101640629,48978579,32.5655520,-117.0519604
5949896,48985337,32.5661712,-117.0738695
5949896,48985336,32.5663810,-117.0738438
5949896,48985335,32.5665329,-117.0737236
5949896,48985334,32.5666197,-117.0735863
5949896,48985333,32.5666703,-117.0733974
5949896,48985332,32.5666703,-117.0732258
5949896,276302214,32.5666052,-117.0730455
5949896,276302215,32.5664823,-117.0728996
5949896,276302216,32.5662942,-117.0728052
5949896,276302217,32.5660917,-117.0728138
5949896,276302218,32.5658503,-117.0729655
25466418,276302218,32.5658503,-117.0729655
5950270,5716776598,32.5664021,-117.0524730
601512191,5716776598,32.5664021,-117.0524730
5950270,48990221,32.5663150,-117.0525210
5950270,48990227,32.5659450,-117.0526430
5950270,48990230,32.5659100,-117.0526960
5950270,48990232,32.5660020,-117.0531230
576440353,48990232,32.5660020,-117.0531230
5950270,48990234,32.5665360,-117.0529630
5950270,6934689121,32.5665977,-117.0529086
5950270,5716776592,32.5666603,-117.0528534
601512191,5716776592,32.5666603,-117.0528534
5950272,48990244,32.5661010,-117.0511630
5997402,48990244,32.5661010,-117.0511630
436288943,48990244,32.5661010,-117.0511630
436288949,48990244,32.5661010,-117.0511630
601512190,48990244,32.5661010,-117.0511630
5950272,48990245,32.5662160,-117.0511470
5950272,48990247,32.5663680,-117.0512080
5950272,48990249,32.5664440,-117.0513000
5950272,48990251,32.5664860,-117.0513920
5950272,48990253,32.5667340,-117.0522230
5950272,5528802059,32.5668184,-117.0522245
576440381,5528802059,32.5668184,-117.0522245
5950272,48990256,32.5671960,-117.0522310
5950272,48990259,32.5672450,-117.0522540
5950272,48990261,32.5672720,-117.0522920
5950272,48990264,32.5672840,-117.0523680
5950272,48990267,32.5671390,-117.0530090
5950272,48990268,32.5671207,-117.0530774
256174867,48990268,32.5671207,-117.0530774
5950274,48990275,32.5655678,-117.0492729
5950274,48990276,32.5655605,-117.0489925
5950276,48990276,32.5655605,-117.0489925
5950274,48990277,32.5655732,-117.0481365
5951266,48990277,32.5655732,-117.0481365
5950274,48990279,32.5655598,-117.0478919
5950274,48990281,32.5654648,-117.0476249
5950274,48990282,32.5653958,-117.0475109
5950274,48990284,32.5652318,-117.0474419
5950274,48990285,32.5642478,-117.0474864
5951267,48990285,32.5642478,-117.0474864
5950274,48990286,32.5639538,-117.0474569
5950276,48990291,32.5650892,-117.0489496
5950276,48990293,32.5646887,-117.0489005
5950276,48990294,32.5643532,-117.0488576
5951262,48990294,32.5643532,-117.0488576
5950276,48990295,32.5633192,-117.0488806
5950292,5698440725,32.5647216,-117.0808114
5950292,48990377,32.5645370,-117.0807570
149560910,48990377,32.5645370,-117.0807570
436441558,48990377,32.5645370,-117.0807570
5950426,48992006,32.5728070,-117.0823870
5950426,48992007,32.5715187,-117.0823900
5950426,1173916390,32.5711879,-117.0823881
5950775,48947566,32.5685028,-117.0411733
25430325,48947566,32.5685028,-117.0411733
5950775,277143253,32.5685535,-117.0413879
5950775,277143252,32.5686547,-117.0416196
5950775,277143251,32.5687994,-117.0417569
5950775,277143249,32.5689730,-117.0418170
5950775,277143247,32.5690960,-117.0417999
5950775,277143246,32.5692406,-117.0417312
5950775,277143245,32.5693636,-117.0416110
5950775,48996338,32.5694504,-117.0414394
5950775,48996336,32.5694721,-117.0412162
5950775,48996335,32.5694287,-117.0410102
5950775,48996334,32.5693274,-117.0408471
5950775,48996332,32.5691611,-117.0407441
5950775,277143243,32.5689875,-117.0407012
5950775,48996331,32.5687054,-117.0406411
182002448,48996331,32.5687054,-117.0406411
5951262,49003066,32.5643580,-117.0493160
6048905,49003066,32.5643580,-117.0493160
5951266,49003113,32.5642834,-117.0480951
5951267,49003113,32.5642834,-117.0480951
5951267,49003114,32.5643010,-117.0482395
5951390,49004677,32.5659410,-117.0784380
6001309,49004677,32.5659410,-117.0784380
5951390,49004678,32.5657810,-117.0780330
5951390,49004679,32.5656510,-117.0777660
5951390,5151103853,32.5655066,-117.0776048
530466510,5151103853,32.5655066,-117.0776048
5951390,49004681,32.5654870,-117.0775830
5951390,5151103862,32.5652104,-117.0773293
530466513,5151103862,32.5652104,-117.0773293
5951390,7947855545,32.5645937,-117.0767636
852048959,7947855545,32.5645937,-117.0767636
5951390,49004682,32.5645560,-117.0767290
5951390,49004684,32.5645180,-117.0766530
576340665,49004684,32.5645180,-117.0766530
5952635,49018205,32.5680616,-117.0466836
49023127,49018205,32.5680616,-117.0466836
138307354,49018205,32.5680616,-117.0466836
5953566,49028290,32.5717280,-117.0713810
5953567,49028290,32.5717280,-117.0713810
5953566,49028291,32.5717240,-117.0729830
5953567,49028291,32.5717240,-117.0729830
5953567,49028293,32.5712700,-117.0713810
5953567,49028293,32.5712700,-117.0713810
5953567,49028294,32.5712660,-117.0718990
5955651,49028294,32.5712660,-117.0718990
5953567,49028295,32.5712810,-117.0729890
5953567,49028296,32.5714220,-117.0729880
5953567,49028298,32.5721700,-117.0729830
5953567,49028299,32.5725020,-117.0730130
5953567,49028300,32.5725020,-117.0724870
5953567,49028301,32.5724680,-117.0723570
5953567,49028302,32.5721930,-117.0719530
5953567,49028304,32.5718990,-117.0714260
5953567,49028305,32.5717810,-117.0713730
5953567,49028306,32.5700870,-117.0713810
5955651,49028306,32.5700870,-117.0713810
5953567,49028307,32.5697980,-117.0713730
5953567,49028309,32.5695150,-117.0715330
5953567,49028310,32.5694500,-117.0715480
5953567,49028312,32.5691220,-117.0715410
153343701,49028312,32.5691220,-117.0715410
5954358,49035705,32.5691260,-117.0701600
5957622,49035705,32.5691260,-117.0701600
153343701,49035705,32.5691260,-117.0701600
5954358,49035706,32.5697590,-117.0701520
5961410,49035706,32.5697590,-117.0701520
5954820,277498984,32.5680482,-117.0649655
25466475,277498984,32.5680482,-117.0649655
473943137,277498984,32.5680482,-117.0649655
5954820,289578287,32.5680630,-117.0641948
473943135,289578287,32.5680630,-117.0641948
5955014,49543675,32.5684250,-117.0486049
138307355,49543675,32.5684250,-117.0486049
5955014,289578656,32.5685480,-117.0501327
5955014,289578657,32.5686854,-117.0516691
5955014,4341628314,32.5688648,-117.0526046
436288964,4341628314,32.5688648,-117.0526046
5955651,49045843,32.5700910,-117.0718930
5955878,49047572,32.5728910,-117.0532530
5955878,49047573,32.5721740,-117.0530780
5955878,49047574,32.5716360,-117.0529630
5955878,49047575,32.5705220,-117.0526810
5955878,49047576,32.5702970,-117.0526430
6005674,49047576,32.5702970,-117.0526430
5955878,49047577,32.5699010,-117.0525820
5955878,49047578,32.5697820,-117.0525130
5955878,49047579,32.5695610,-117.0522310
5955922,49047911,32.5623550,-117.0880130
5955922,49047912,32.5623507,-117.0862810
5955922,49047913,32.5623470,-117.0854490
5955922,49047914,32.5623400,-117.0846330
5988414,49047914,32.5623400,-117.0846330
5956131,49050219,32.5626260,-117.0710300
5990657,49050219,32.5626260,-117.0710300
5956131,49050220,32.5624430,-117.0711590
5956131,49050221,32.5623250,-117.0712130
5956131,49050222,32.5621910,-117.0712280
5956131,49050223,32.5614620,-117.0712280
5956131,49050224,32.5612980,-117.0712510
5956131,49050225,32.5608710,-117.0713810
5956131,49050226,32.5603870,-117.0714110
5956542,49054907,32.5635830,-117.0755920
149560874,49054907,32.5635830,-117.0755920
5956542,49054908,32.5635800,-117.0755390
5956542,49054909,32.5635340,-117.0754620
5956542,49054910,32.5634730,-117.0754170
5956542,49054911,32.5628890,-117.0754320
5993469,49054911,32.5628890,-117.0754320
5956542,49054912,32.5621910,-117.0754320
6023822,49054912,32.5621910,-117.0754320
5956542,49054913,32.5614930,-117.0754170
5956542,49054914,32.5611760,-117.0753630
5956542,48956633,32.5600130,-117.0753630
5956542,6127632463,32.5583022,-117.0754110
5956542,48939688,32.5582050,-117.0754137
5957325,49063675,32.5650290,-117.0614930
6002230,49063675,32.5650290,-117.0614930
5957325,49063676,32.5650370,-117.0615460
5957325,49063677,32.5649990,-117.0616300
5957325,49063678,32.5649600,-117.0616530
5957325,49063679,32.5643690,-117.0616380
5993737,49063679,32.5643690,-117.0616380
5957622,49066131,32.5681420,-117.0700990
6000085,49066131,32.5681420,-117.0700990
5957622,49066132,32.5678100,-117.0700530
576340719,49066132,32.5678100,-117.0700530
5957801,49068009,32.5672840,-117.0580370
5969974,49068009,32.5672840,-117.0580370
5957801,49068010,32.5672780,-117.0576780
5957801,49068011,32.5672720,-117.0573120
6028238,49068011,32.5672720,-117.0573120
5957801,49068012,32.5672260,-117.0561370
6042717,49068012,32.5672260,-117.0561370
5957801,49068013,32.5672190,-117.0553130
5963337,49068013,32.5672190,-117.0553130
5957801,49068014,32.5672150,-117.0550540
5957801,49068015,32.5671880,-117.0548170
5957801,49068016,32.5671350,-117.0545500
5957801,49068017,32.5670850,-117.0544130
6056896,49068017,32.5670850,-117.0544130
5957801,49068018,32.5669060,-117.0537260
5957801,49068019,32.5668790,-117.0536880
5957801,49068020,32.5667920,-117.0536420
5957801,49068021,32.5667420,-117.0536500
6031748,49068021,32.5667420,-117.0536500
5957808,49068075,32.5630230,-117.0793080
5999059,49068075,32.5630230,-117.0793080
5957808,49068076,32.5629810,-117.0793530
5957808,49068077,32.5628810,-117.0793990
5957808,49068078,32.5621870,-117.0794070
5993147,49068078,32.5621870,-117.0794070
5957808,49068079,32.5614890,-117.0794070
5957808,49068080,32.5613060,-117.0794300
5957808,49068081,32.5612600,-117.0794600
5957808,49068082,32.5612260,-117.0795360
5957808,49068083,32.5612300,-117.0801010
5979076,49068083,32.5612300,-117.0801010
5958397,49074149,32.5682450,-117.0772780
6001309,49074149,32.5682450,-117.0772780
6001314,49074149,32.5682450,-117.0772780
5958397,49074150,32.5683860,-117.0770800
5958397,48896058,32.5685350,-117.0767970
25354050,48896058,32.5685350,-117.0767970
5958399,49112411,32.5692748,-117.0884443
5958399,49074167,32.5692072,-117.0882875
5958399,49074168,32.5691864,-117.0871611
5958399,49074169,32.5691824,-117.0863552
5958399,49074170,32.5691786,-117.0854985
5958399,49074171,32.5691770,-117.0846891
5964792,49074171,32.5691770,-117.0846891
5958399,49074172,32.5691718,-117.0840937
6006558,49074172,32.5691718,-117.0840937
5958884,49079211,32.5628620,-117.0488820
5977841,49079211,32.5628620,-117.0488820
5958884,49079212,32.5622250,-117.0487520
5958915,49079462,32.5623970,-117.0661320
148979988,49079462,32.5623970,-117.0661320
5958915,49079463,32.5626750,-117.0658040
5958915,49079464,32.5627630,-117.0656590
5970581,49079464,32.5627630,-117.0656590
5958915,49079465,32.5628550,-117.0653230
5958915,49079466,32.5629010,-117.0650020
5958915,49079467,32.5628970,-117.0630040
6000950,49079467,32.5628970,-117.0630040
5959340,49083512,32.5735440,-117.0689320
5959340,5527979069,32.5728977,-117.0689370
5959340,5527979066,32.5727315,-117.0689383
576340761,5527979066,32.5727315,-117.0689383
5959340,49083513,32.5726360,-117.0689390
5959340,49083514,32.5723920,-117.0688930
5959340,5527979063,32.5723175,-117.0688531
576340761,5527979063,32.5723175,-117.0688531
5959340,49083515,32.5721510,-117.0687640
5959340,49083516,32.5720480,-117.0686800
5959340,49083517,32.5718920,-117.0684970
5959340,5527979047,32.5715563,-117.0679610
576340761,5527979047,32.5715563,-117.0679610
5959340,5527979033,32.5714541,-117.0677978
576340751,5527979033,32.5714541,-117.0677978
5959340,5527979050,32.5713778,-117.0676760
576340756,5527979050,32.5713778,-117.0676760
5959340,5527979041,32.5712232,-117.0674291
576340754,5527979041,32.5712232,-117.0674291
5959340,5527979018,32.5711578,-117.0673246
576340748,5527979018,32.5711578,-117.0673246
5959340,5527979035,32.5709229,-117.0669496
576340753,5527979035,32.5709229,-117.0669496
5959340,5527979022,32.5707718,-117.0667083
576340750,5527979022,32.5707718,-117.0667083
5959340,5527979019,32.5705556,-117.0663632
576340749,5527979019,32.5705556,-117.0663632
5959340,5527979038,32.5703618,-117.0660536
576340754,5527979038,32.5703618,-117.0660536
5959340,1620304865,32.5702628,-117.0658956
148979990,1620304865,32.5702628,-117.0658956
148979992,1620304865,32.5702628,-117.0658956
5959930,49090738,32.5726810,-117.0545730
5959930,49090739,32.5726620,-117.0544970
5959930,49090740,32.5725980,-117.0544430
5959930,49090741,32.5719990,-117.0543140
5959930,49090742,32.5712050,-117.0541920
6008179,49090742,32.5712050,-117.0541920
5959930,49090743,32.5706020,-117.0540700
5959930,49090744,32.5704000,-117.0540470
6005692,49090744,32.5704000,-117.0540470
5959930,49090745,32.5697360,-117.0539930
5960809,49090745,32.5697360,-117.0539930
5959962,4342982756,32.5677167,-117.0141852
436403679,4342982756,32.5677167,-117.0141852
5959962,49091069,32.5675470,-117.0141871
5959962,1855222586,32.5671706,-117.0142179
5959962,1923492610,32.5668997,-117.0142664
256174870,1923492610,32.5668997,-117.0142664
256174871,1923492610,32.5668997,-117.0142664
436403702,1923492610,32.5668997,-117.0142664
5960708,49098287,32.5669400,-117.0514680
5988392,49098287,32.5669400,-117.0514680
5960708,49098288,32.5668950,-117.0513990
5960708,49098289,32.5668450,-117.0512010
5960708,49098290,32.5663600,-117.0501100
5960708,49098291,32.5662880,-117.0498730
5960708,49098292,32.5662730,-117.0497510
5960708,49098293,32.5662730,-117.0492940
5963990,49098293,32.5662730,-117.0492940
5960708,49098294,32.5662800,-117.0484920
5960708,49098295,32.5662570,-117.0464320
5960708,49098296,32.5662270,-117.0463560
5960708,49098297,32.5661470,-117.0463100
5960708,49098298,32.5658950,-117.0463030
5960708,49098299,32.5658450,-117.0462720
5960708,49098300,32.5658070,-117.0461880
5960708,49098301,32.5658040,-117.0454030
6024170,49098301,32.5658040,-117.0454030
5960708,49098302,32.5657960,-117.0444790
6034868,49098302,32.5657960,-117.0444790
5960708,49098303,32.5657920,-117.0435870
5978211,49098303,32.5657920,-117.0435870
5960708,49098304,32.5658000,-117.0424270
5985521,49098304,32.5658000,-117.0424270
5960809,49067124,32.5728760,-117.0621720
5960809,49099119,32.5721740,-117.0621720
6004011,49099119,32.5721740,-117.0621720
5960809,49099120,32.5717010,-117.0621720
5960809,49099121,32.5715100,-117.0621870
5960809,49099122,32.5712930,-117.0622860
5986694,49099122,32.5712930,-117.0622860
5960809,49099123,32.5711060,-117.0623400
5960809,49099124,32.5709270,-117.0623400
5960809,49099125,32.5707170,-117.0622630
5960809,49099126,32.5705220,-117.0621030
5969508,49099126,32.5705220,-117.0621030
5960809,49099127,32.5704610,-117.0620190
5960809,49099128,32.5702060,-117.0613940
5985765,49099128,32.5702060,-117.0613940
5960809,49099129,32.5701640,-117.0612560
5960809,49099130,32.5701070,-117.0609210
5960809,49099131,32.5699960,-117.0605470
6013798,49099131,32.5699960,-117.0605470
5960809,49099132,32.5697440,-117.0597380
5962774,49099132,32.5697440,-117.0597380
5960809,49099133,32.5695110,-117.0590130
5960809,49099134,32.5694730,-117.0587460
5960809,49099135,32.5695040,-117.0585330
5960809,49099136,32.5695500,-117.0584110
5960809,49099137,32.5695720,-117.0581820
5960809,49099138,32.5695690,-117.0580370
5969974,49099138,32.5695690,-117.0580370
5960809,49099139,32.5695700,-117.0575920
5960809,49099140,32.5695950,-117.0541230
5960809,49099141,32.5696070,-117.0540620
5960809,49099142,32.5696530,-117.0540010
5961277,49075951,32.5667500,-116.9968870
280408614,49075951,32.5667500,-116.9968870
5961277,8234621411,32.5667444,-116.9964394
885545660,8234621411,32.5667444,-116.9964394
5961277,7205405346,32.5667388,-116.9959976
5961277,5529042692,32.5667323,-116.9954842
576472382,5529042692,32.5667323,-116.9954842
5961277,5744927221,32.5667265,-116.9950233
605797553,5744927221,32.5667265,-116.9950233
5961277,49104447,32.5667150,-116.9941180
5961277,49104448,32.5667420,-116.9938430
5961277,5529042686,32.5667487,-116.9938147
576472381,5529042686,32.5667487,-116.9938147
5961277,5529042675,32.5667792,-116.9936865
576472379,5529042675,32.5667792,-116.9936865
5961277,49104449,32.5668490,-116.9933930
5961277,49104450,32.5668980,-116.9930730
5961277,49104451,32.5668980,-116.9925990
6002827,49104451,32.5668980,-116.9925990
5961277,5699186832,32.5668921,-116.9921029
598854922,5699186832,32.5668921,-116.9921029
5961277,8533272817,32.5668884,-116.9917979
918828515,8533272817,32.5668884,-116.9917979
