Lat,Lng
32.807319,-117.21645
32.807319,-117.21645
32.815542,-117.222956
32.833981,-117.233282
32.833981,-117.233282
32.836089,-117.234107
32.833981,-117.233282
32.842471999999994,-117.23661
32.842501,-117.23661
32.853244000000004,-117.23283
32.847539000000005,-117.236023
32.847539000000005,-117.236023
32.86542,-117.229933
32.86542,-117.229933
32.869675,-117.229543
32.874663,-117.229121
32.872445,-117.229306
32.872445,-117.229306
32.908625,-117.22684
32.911761,-117.228812
32.91625,-117.232541
32.91625,-117.232541
32.91625,-117.232541
32.918796,-117.235719
32.918817,-117.235742
32.919669,-117.236554
32.925907,-117.239661
32.925907,-117.239661
32.932199,-117.241271
32.935518,-117.241569
32.930636,-117.241019
32.930636,-117.241019
32.943442,-117.242594
32.943428000000004,-117.242592
32.943471,-117.2426
32.952468,-117.244298
32.952969,-117.244393
32.950361,-117.243898
32.952353,-117.244277
32.96573,-117.247857
32.965743,-117.247862
32.9806,-117.253496
32.983511,-117.254568
32.9806,-117.253496
32.9806,-117.253496
32.993896,-117.256417
32.993896,-117.256417
32.998264,-117.257083
32.995208,-117.256294
32.995955,-117.25672
33.01282,-117.267692
33.011021,-117.265657
33.011021,-117.265657
33.017512,-117.272059
33.028286,-117.276239
33.023196,-117.273761
33.023196,-117.273761
33.034109,-117.280149
33.038329,-117.283004
33.034109,-117.280149
33.046313,-117.286725
33.05142,-117.288241
33.046313,-117.286725
33.055523,-117.289401
33.063387,-117.291861
33.063387,-117.291861
33.063387,-117.291861
33.073371,-117.294873
33.081594,-117.297304
33.081594,-117.297304
33.081594,-117.297304
33.092248,-117.303383
33.101294,-117.309226
33.101294,-117.309226
33.101294,-117.309226
33.112683000000004,-117.316473
33.120034000000004,-117.320913
33.125191,-117.324048
33.122972999999995,-117.322702
33.122972999999995,-117.322702
33.132498,-117.32842
33.132498,-117.32842
33.132498,-117.32842
33.150654,-117.335723
33.150654,-117.335723
33.150654,-117.335723
33.16181,-117.341739
33.16181,-117.341739
33.16181,-117.341739
33.169332,-117.345692
33.169332,-117.345692
33.169332,-117.345692
33.179471,-117.353435
33.179471,-117.353435
33.179471,-117.353435
33.190633,-117.362749
33.190633,-117.362749
33.190633,-117.362749
33.200559000000005,-117.37328
33.200559000000005,-117.37328
33.200559000000005,-117.37328
33.198722,-117.369742
33.210909,-117.387715
33.210909,-117.387715
33.210909,-117.387715
33.218567,-117.391109
33.230196,-117.400904
33.240152,-117.413376
33.257953,-117.426547
33.28155,-117.44953
33.303926000000004,-117.470979
33.336621,-117.503366
33.383349,-117.578043
32.759557,-117.173668
32.760689,-117.168683
32.759557,-117.173668
32.755748,-117.232784
32.763372,-117.161338
32.756831,-117.223377
32.756831,-117.223377
32.765198,-117.154206
32.767586,-117.14542
32.760498,-117.169513
32.764511,-117.156918
32.765546,-117.152802
32.765546,-117.152802
32.767861,-117.144769
32.770352,-117.137439
32.770352,-117.137439
32.770356,-117.137423
32.770352,-117.137439
32.768283000000004,-117.143779
32.771056,-117.134434
32.771056,-117.134434
32.771056,-117.134434
32.778521999999995,-117.112308
32.778557,-117.109532
32.779090999999994,-117.100686
32.778954,-117.101668
32.778954,-117.101668
32.780008,-117.094988
32.779857,-117.080031
32.780608,-117.086932
32.780608,-117.086932
32.780608,-117.086932
32.778134,-117.0595
32.772582,-117.016817
32.772582,-117.016817
32.772582,-117.016817
32.774341,-117.012345
32.774956,-117.010577
32.778355,-117.001957
32.77337,-117.030306
32.778355,-117.001957
32.778934,-116.989776
32.782739,-116.980888
32.782739,-116.980888
32.795451,-116.976955
32.801931,-116.972947
32.804252000000005,-116.923029
32.802947,-116.949553
32.807509,-116.91965
32.802953,-116.938854
32.802941,-116.9274
32.804955,-116.921929
32.815535,-116.913761
32.816014,-116.913246
32.80316,-116.938857
32.826429,-116.903238
32.829827,-116.898784
32.811963,-116.916858
32.839397,-116.888318
32.844457,-116.881098
32.759691,-117.201429
32.759826000000004,-117.200173
32.760559,-117.192749
32.761829,-117.16531
32.762058,-117.164683
32.760666,-117.169559
32.773995,-117.126658
32.766593,-117.149413
32.765737,-117.152854
32.768812,-117.143278
32.77057,-117.137503
32.763296999999994,-117.162027
32.763296999999994,-117.162027
32.771677000000004,-117.132551
32.778719,-117.11231399999998
32.780963,-117.084181
32.778745,-117.10939
32.779052,-117.102755
32.780256,-117.094969
32.778313,-117.059444
32.780922,-117.089026
32.781065000000005,-117.085518
32.780922,-117.089026
32.771303,-117.024786
32.771303,-117.024786
32.774053,-117.01376
32.774809999999995,-117.011694
32.774053,-117.01376
32.773373,-117.037209
32.776707,-117.006354
32.778290000000005,-117.002564
32.776802,-117.00608
32.776707,-117.006354
32.77717,-117.005054
32.773822,-117.031274
32.773822,-117.031274
32.778392,-117.002356
32.779359,-116.994505
32.778392,-117.002356
32.779187,-116.989791
32.779641,-116.983866
32.779641,-116.983866
32.793364000000004,-116.977528
32.793364000000004,-116.977528
32.802207,-116.972975
32.802207,-116.972975
32.803146000000005,-116.961287
32.803146000000005,-116.961287
32.803146000000005,-116.961287
32.803153,-116.96313
32.803157,-116.957358
32.803145,-116.960997
32.803352000000004,-116.926216
32.803168,-116.948613
32.803134,-116.953615
32.803134,-116.953615
32.807617,-116.919883
32.80316,-116.938857
32.80316,-116.938857
32.803208000000005,-116.927415
32.805094,-116.922066
32.810033000000004,-116.918353
32.810033000000004,-116.918353
32.815678000000005,-116.913996
32.82810300000001,-116.901473
32.825064000000005,-116.905527
32.825064000000005,-116.905527
32.830008,-116.898942
32.830106,-116.89881499999998
32.83961,-116.888428
32.843678000000004,-116.88373
32.84474,-116.881228
32.84527,-116.878877
32.84474,-116.881228
32.563648,-116.949472
32.564398,-116.949606
32.564077000000005,-116.942823
32.564034,-116.938179
32.564034,-116.938179
32.701162,-117.12063899999998
32.705882,-117.120433
32.715149,-117.117717
32.716822,-117.117751
32.723255,-117.115308
32.733487,-117.111847
32.733487,-117.111847
32.743033000000004,-117.110934
32.749311,-117.108575
32.749311,-117.108575
32.749311,-117.108575
32.754781,-117.108608
32.754781,-117.108608
32.754781,-117.108608
32.763366999999995,-117.10908899999998
32.763366999999995,-117.10908899999998
32.763366999999995,-117.10908899999998
32.779203,-117.112407
32.786152,-117.114173
32.786152,-117.114173
32.790973,-117.112687
32.788845,-117.113512
32.790973,-117.112687
32.798916,-117.112297
32.803148,-117.112746
32.809740999999995,-117.113759
32.809740999999995,-117.113759
32.809740999999995,-117.113759
32.814671999999995,-117.114532
32.82201,-117.116084
32.818506,-117.115387
32.82201,-117.116084
32.818506,-117.115387
32.824821,-117.116668
32.827571,-117.11726000000002
32.831083,-117.118074
32.835563,-117.11956200000002
32.835563,-117.11956200000002
32.833182,-117.118586
32.842557,-117.120019
32.848411,-117.116636
32.848425,-117.116631
32.863295,-117.110138
32.868138,-117.10783700000002
32.875159000000004,-117.106891
32.876977000000004,-117.107227
32.882107,-117.108961
32.882107,-117.108961
32.887474,-117.112061
32.893190000000004,-117.114875
32.892913,-117.11478
32.893190000000004,-117.114875
32.892622,-117.11468
32.905491999999995,-117.116193
32.905491999999995,-117.116193
32.905491999999995,-117.116193
32.908887,-117.116588
32.908879,-117.116195
32.919581,-117.115478
32.913262,-117.116078
32.916301000000004,-117.115883
32.916301000000004,-117.115883
32.925752,-117.114152
32.938546,-117.110496
32.938546,-117.110496
32.947431,-117.106241
32.949755,-117.104638
32.949755,-117.104638
32.947431,-117.106241
32.952937,-117.102548
32.964345,-117.09535
32.964293,-117.095382
32.964345,-117.09535
32.96716,-117.09358799999998
32.972061,-117.090496
32.972086,-117.09048
32.980664000000004,-117.085042
32.980664000000004,-117.085042
32.980664000000004,-117.085042
32.985040999999995,-117.082852
32.98507,-117.082847
32.992692,-117.083407
32.999805,-117.082333
32.999805,-117.082333
32.999805,-117.082333
33.004858,-117.080707
33.004886,-117.080699
33.013752000000004,-117.079432
33.00925,-117.079928
33.013752000000004,-117.079432
33.017302,-117.079039
33.017351,-117.079472
33.02214,-117.078617
33.019623,-117.078761
33.025461,-117.078625
33.025461,-117.078625
33.034407,-117.077023
33.041631,-117.074011
33.041659,-117.074
33.074062,-117.070048
33.050286,-117.072669
33.05534,-117.071503
33.052693,-117.072342
33.05534,-117.071503
33.061562,-117.069
33.068118,-117.069077
33.068118,-117.069077
33.068118,-117.069077
33.081553,-117.072426
33.086753,-117.076377
33.093581,-117.08357
33.093581,-117.08357
33.092857,-117.082787
33.093581,-117.08357
33.100535,-117.090041
33.109901,-117.095594
33.109901,-117.095594
33.109901,-117.095594
33.109784999999995,-117.095526
33.117315999999995,-117.099951
33.117315999999995,-117.099951
33.117315999999995,-117.099951
33.116398,-117.099391
33.118733,-117.100788
33.118798,-117.100825
33.133088,-117.105003
33.142901,-117.104509
33.157090000000004,-117.104039
33.166377000000004,-117.10773
33.178414000000004,-117.114712
33.192903,-117.122965
33.317188,-117.153998
33.329945,-117.15901399999998
33.329945,-117.15901399999998
33.357444,-117.158725
33.406738,-117.164546
32.701146,-117.120937
32.715149,-117.117869
32.715149,-117.117869
32.72326,-117.115534
32.733539,-117.11215
32.743120000000005,-117.11136100000002
32.749164,-117.109003
32.749164,-117.109003
32.749164,-117.109003
32.754635,-117.108978
32.754635,-117.108978
32.754635,-117.108978
32.763216,-117.109403
32.763216,-117.109403
32.763216,-117.109403
32.779159,-117.112643
32.785874,-117.114487
32.785874,-117.114487
32.786162,-117.11446399999998
32.78832,-117.113962
32.78832,-117.113962
32.790292,-117.113213
32.798386,-117.112584
32.798386,-117.112584
32.803081,-117.113175
32.808023,-117.113906
32.808023,-117.113906
32.808023,-117.113906
32.814606,-117.114981
32.820908,-117.116283
32.825627000000004,-117.117317
32.823767,-117.116898
32.823767,-117.116898
32.827515000000005,-117.117729
32.831464000000004,-117.118585
32.845287,-117.118997
32.831464000000004,-117.118585
32.842577,-117.120596
32.842577,-117.120596
32.842577,-117.120596
32.84837,-117.117157
32.848383,-117.117151
32.868068,-117.108534
32.868193,-117.108491
32.875072,-117.107586
32.877268,-117.107879
32.877268,-117.107879
32.877268,-117.107879
32.886353,-117.11208
32.887582,-117.112773
32.891157,-117.114638
32.894046,-117.115709
32.894117,-117.115729
32.896345000000004,-117.116281
32.894117,-117.115729
32.908916,-117.116587
32.90925,-117.116585
32.914467,-117.116394
32.920599,-117.115734
32.917779,-117.116117
32.917779,-117.116117
32.925822,-117.114684
32.934157,-117.112293
32.934157,-117.112293
32.94653,-117.107298
32.951016,-117.104198
32.949064,-117.105522
32.949064,-117.105522
32.952945,-117.102968
32.956046,-117.101254
32.956046,-117.101254
32.972165999999994,-117.090864
32.985177,-117.08322
32.992818,-117.083901
32.992818,-117.083901
32.996167,-117.083758
32.996167,-117.083758
33.000729,-117.082419
33.004954,-117.08106200000002
33.010174,-117.080261
33.010174,-117.080261
33.014809,-117.079746
33.017322,-117.079475
33.020848,-117.079107
33.023895,-117.079
33.023895,-117.079
33.026093,-117.078999
33.034451000000004,-117.077452
33.034506,-117.077429
33.04173,-117.074403
33.050329999999995,-117.073049
33.050388,-117.073047
33.053532000000004,-117.07255
33.053532000000004,-117.07255
33.056075,-117.071503
33.061597,-117.06932
33.061653,-117.069305
33.066528000000005,-117.069176
33.066528000000005,-117.069176
33.074003000000005,-117.070363
33.074031,-117.070369
33.076153999999995,-117.070767
33.08147,-117.072744
33.076153999999995,-117.070767
33.086690999999995,-117.076716
33.090582,-117.080904
33.090582,-117.080904
33.095641,-117.086231
33.105807,-117.093528
33.111107000000004,-117.096623
33.105807,-117.093528
33.116028,-117.099502
33.115845,-117.09939
33.11796,-117.100678
33.115845,-117.09939
33.125235,-117.104439
33.150102000000004,-117.10446
33.143537,-117.104817
33.143537,-117.104817
33.157067,-117.104348
33.166231,-117.10807
33.178265,-117.114973
33.232597,-117.147394
33.357354,-117.159131
32.839763,-117.237137
32.837451,-117.234727
32.841394,-117.218295
32.846717,-117.204307
32.846153,-117.18848
32.839837,-117.162111
32.837528000000006,-117.152415
32.841626,-117.12261399999998
32.841719,-117.112297
32.84268400000001,-117.087957
32.848323,-117.075685
32.850297,-117.073164
32.853427,-117.053258
32.853151000000004,-117.051554
32.851092,-117.037986
32.848883,-117.030492
32.844097999999995,-117.025607
32.843985,-117.025934
32.84345,-117.025624
32.851092,-117.037986
32.838563,-117.234406
32.841671000000005,-117.218491
32.847046,-117.204305
32.846481,-117.188474
32.847199,-117.17441
32.840086,-117.162103
32.841898,-117.122619
32.842946999999995,-117.087962
32.850718,-117.07319
32.853857,-117.067876
32.854113,-117.05573400000002
32.853459,-117.051468
32.851402,-117.037926
32.849108,-117.030286
32.844097999999995,-117.025607
32.844097999999995,-117.025607
,
,
32.664439,-117.055622
32.664439,-117.055622
32.674598,-117.037855
32.674598,-117.037855
32.674598,-117.037855
32.682378,-117.028776
32.682378,-117.028776
32.682378,-117.028776
32.664083000000005,-117.059057
32.664083000000005,-117.059057
32.670834,-117.042801
32.670834,-117.042801
32.670834,-117.042801
32.678714,-117.034063
32.678714,-117.034063
32.678714,-117.034063
32.934775,-117.235209
32.934775,-117.235209
32.934775,-117.235209
32.938672,-117.224081
32.938672,-117.224081
32.938672,-117.224081
32.940727,-117.220084
32.94624,-117.208128
32.944548,-117.21295
32.94624,-117.208128
32.950976000000004,-117.197404
32.945788,-117.209457
32.945788,-117.209457
32.945788,-117.209457
32.965955,-117.177396
32.960096,-117.155172
32.95729,-117.151013
32.95729,-117.151013
32.95729,-117.151013
32.953396999999995,-117.13337
32.954033,-117.128421
32.956215,-117.119934
32.956215,-117.119934
32.958347,-117.113674
32.958444,-117.113436
32.958444,-117.113436
32.962525,-117.101272
32.937713,-117.22799
32.937713,-117.22799
32.937713,-117.22799
32.940106,-117.221888
32.945653,-117.210565
32.945653,-117.210565
32.945653,-117.210565
32.945569,-117.210809
32.945569,-117.210809
32.945569,-117.210809
32.952754,-117.193087
,
,
,
,
32.958577000000005,-117.152093
32.953681,-117.133374
32.953681,-117.133374
32.953681,-117.133374
32.954374,-117.128361
32.958653000000005,-117.113729
32.958653000000005,-117.113729
32.958653000000005,-117.113729
32.962672,-117.101859
32.82632,-116.96161399999998
32.82632,-116.96161399999998
32.836541,-116.961871
32.83657,-116.961872
33.00898,-116.914995
32.826336,-116.961862
32.826379,-116.961865
32.836578,-116.962176
32.836578,-116.962176
33.010814,-116.942976
33.254688,-117.241762
33.269193,-117.23623700000002
33.290768,-117.225515
33.303867,-117.213732
33.303877,-117.21372
33.254696,-117.241748
33.268486,-117.236368
33.290782,-117.225513
33.303867,-117.213732
33.303877,-117.21372
33.332408,-117.157839
33.18018,-117.345529
33.181058,-117.337473
33.181058,-117.337473
33.181058,-117.337473
33.181922,-117.325418
33.181922,-117.325418
33.181922,-117.325418
33.182761,-117.298906
33.183355,-117.291525
33.183355,-117.291525
33.183355,-117.291525
33.188537,-117.278111
33.188537,-117.278111
33.188537,-117.278111
33.19395,-117.247773
33.19395,-117.247773
33.19395,-117.247773
33.188581,-117.238652
33.188581,-117.238652
33.188581,-117.238652
33.17936,-117.229312
33.17936,-117.229312
33.17936,-117.229312
33.165286,-117.213294
33.165286,-117.213294
33.165286,-117.213294
33.148672,-117.196718
33.148672,-117.196718
33.148672,-117.196718
33.142724,-117.189536
33.142724,-117.189536
33.142724,-117.189536
33.13695,-117.173958
33.13695,-117.173958
33.13695,-117.173958
33.137188,-117.161403
33.137188,-117.161403
33.137161,-117.161693
33.135005,-117.130963
33.135005,-117.130963
33.130975,-117.119144
33.130975,-117.119144
33.130975,-117.119144
33.129096999999994,-117.114845
33.126865,-117.109376
33.180359,-117.3456
33.18114,-117.341503
33.18114,-117.341503
33.18114,-117.341503
33.181371,-117.329107
33.181371,-117.329107
33.181371,-117.329107
33.182924,-117.298916
33.182924,-117.298916
33.183237,-117.296191
33.183237,-117.296191
33.183237,-117.296191
33.183487,-117.291985
33.187209,-117.281181
33.187209,-117.281181
33.188105,-117.279367
33.19428,-117.257749
33.19428,-117.257749
33.195032,-117.25171
33.195032,-117.25171
33.195032,-117.25171
33.190347,-117.241253
33.190347,-117.241253
33.190347,-117.241253
33.181266,-117.23032
33.181266,-117.23032
33.181266,-117.23032
33.168321,-117.216085
33.168321,-117.216085
33.168321,-117.216085
33.152467,-117.200853
33.152467,-117.200853
33.152467,-117.200853
33.145066,-117.19219
33.144407,-117.191427
33.144407,-117.191427
33.144407,-117.191427
33.138597,-117.178115
33.138597,-117.178115
33.137764000000004,-117.175774
33.137764000000004,-117.175774
33.137764000000004,-117.175774
33.137113,-117.165751
33.137296,-117.16207
33.137296,-117.16207
33.137296,-117.16207
33.139377,-117.143728
33.139377,-117.143728
33.139377,-117.143728
33.135343,-117.132131
33.132973,-117.123193
33.133167,-117.12363700000002
33.133167,-117.12363700000002
33.12936,-117.114803
33.127065,-117.109382
33.127047,-117.10933500000002
33.127036,-117.109303
33.130085,-117.095195
33.130085,-117.095195
33.13104000000001,-117.09206
33.132237,-117.086176
33.132237,-117.086176
32.712839,-117.147113
32.712839,-117.147113
32.713033,-117.138546
32.713033,-117.138546
32.713261,-117.13172
32.713261,-117.13172
32.713261,-117.13172
32.713706,-117.129104
32.714326,-117.126912
32.714326,-117.126912
32.716499,-117.117037
32.716162,-117.119194
32.718623,-117.104508
32.718925,-117.101118
32.718925,-117.101118
32.717692,-117.090449
32.718527,-117.083198
32.718527,-117.083198
32.717708,-117.087724
32.724633000000004,-117.074723
32.723665999999994,-117.076046
32.724633000000004,-117.074723
32.727761,-117.069682
32.744692,-117.041135
32.744692,-117.041135
32.744728,-117.042764
32.745564,-117.033274
32.746399,-117.030444
32.745393,-117.033929
32.746399,-117.030444
,
32.767692,-117.00234
,
32.713274,-117.139965
32.713437,-117.131758
32.713331,-117.133639
32.713331,-117.133639
32.713724,-117.129847
32.715047,-117.125301
32.714618,-117.126627
32.714618,-117.126627
32.716658,-117.120101
32.716658,-117.120101
32.716724,-117.119831
32.717096999999995,-117.118121
32.717096999999995,-117.118121
32.717806,-117.113818
32.717806,-117.113818
32.718221,-117.108883
32.718221,-117.108883
32.718209,-117.092942
32.717955,-117.087127
32.717955,-117.087127
32.718219,-117.084502
32.717981,-117.089472
32.720663,-117.080357
32.723406,-117.076737
32.720663,-117.080357
32.724825,-117.074808
32.724825,-117.074808
32.734658,-117.058025
32.735899,-117.056903
32.734658,-117.058025
32.742283,-117.050478
32.741249,-117.051789
32.739451,-117.053645
32.741249,-117.051789
32.74454,-117.047105
32.74454,-117.047105
32.744926,-117.043357
32.744864,-117.040554
32.744864,-117.040554
32.745264,-117.035295
32.745978,-117.032585
32.745264,-117.035295
32.746925,-117.023278
32.746925,-117.023278
32.754131,-117.010931
32.748892,-117.017105
32.748892,-117.017105
32.748892,-117.017105
32.753919,-117.010444
32.702067,-117.010785
32.707938,-117.01143700000002
32.708095,-117.011497
32.708095,-117.011497
32.700468,-117.011039
32.701761,-117.010827
32.711364,-117.012817
32.711364,-117.012817
32.711364,-117.012817
32.751745,-117.013321
32.707947,-117.01144
32.753082,-117.011734
32.762454,-117.002152
32.754868,-117.009696
32.754868,-117.009696
32.751813,-117.012674
,
,
32.789787,-117.006258
32.789787,-117.006258
32.789787,-117.006258
32.797581,-117.005852
32.799643,-117.00585
32.799643,-117.00585
32.799643,-117.00585
32.80162,-117.00585
32.80162,-117.00585
32.80162,-117.00585
32.808947,-117.004005
32.808947,-117.004005
32.808947,-117.004005
,
32.700511,-117.011519
32.707915,-117.011837
,
,
32.701784,-117.011223
32.7108,-117.013001
32.7108,-117.013001
32.7108,-117.013001
32.702087,-117.011175
32.751745,-117.013321
32.707923,-117.01184
32.711324,-117.01321000000002
32.769869,-117.002158
32.769869,-117.002158
32.769869,-117.002158
32.753082,-117.011734
32.759053,-117.004687
32.77194,-117.002148
32.77194,-117.002148
32.774938,-117.003022
32.774938,-117.003022
32.778474,-117.004073
32.790952000000004,-117.006414
32.790952000000004,-117.006414
32.790952000000004,-117.006414
32.797573,-117.00603
32.798972,-117.006024
32.798972,-117.006024
32.798972,-117.006024
32.801717,-117.005999
32.801717,-117.005999
32.801717,-117.005999
,
32.74672,-117.156318
32.7516,-117.155806
32.757697,-117.160056
32.767979,-117.16213
32.783982,-117.161692
32.804762,-117.154108
32.812726,-117.151215
32.812726,-117.151215
32.82371,-117.145554
32.82371,-117.145554
32.825585,-117.144532
32.825585,-117.144532
32.8269,-117.143798
32.828266,-117.143029
32.831519,-117.141267
32.833983,-117.13965
32.833983,-117.13965
32.845121,-117.129665
32.855097,-117.118259
32.855097,-117.118259
32.852021,-117.123513
32.857558000000004,-117.113619
32.746765,-117.156512
32.749679,-117.155519
32.749679,-117.155519
32.757765,-117.16038799999998
32.784015000000004,-117.16195
32.790685,-117.15953600000002
32.80484000000001,-117.154415
32.812726,-117.151215
32.82470900000001,-117.145284
32.819055,-117.148319
32.819055,-117.148319
32.819919,-117.147844
32.819919,-117.147844
32.82470900000001,-117.145284
32.82698,-117.14399
32.830482,-117.142066
32.845306,-117.129876
32.854097,-117.121278
32.854097,-117.121278
32.854097,-117.121278
32.852213,-117.123712
32.54945,-117.039282
32.553573,-117.041355
32.558301,-117.042253
32.572606,-117.039448
32.57282,-117.039395
32.578428,-117.038084
32.584089,-117.036837
32.596794,-117.036116
32.596794,-117.036116
32.596794,-117.036116
32.60296,-117.036122
32.608222,-117.036161
32.608222,-117.036161
32.585228,-117.036577
32.618855,-117.039388
32.636725,-117.049889
32.636888,-117.049615
32.639242,-117.053584
32.639242,-117.053584
32.639745,-117.05428899999998
32.639745,-117.05428899999998
32.639765000000004,-117.054313
32.649165999999994,-117.063149
32.649165999999994,-117.063149
32.649165999999994,-117.063149
32.649165999999994,-117.063149
32.659692,-117.075556
32.663039000000005,-117.078438
32.663052,-117.078447
32.672965999999995,-117.082421
32.679390000000005,-117.085552
32.674951,-117.08331
32.679390000000005,-117.085552
32.678136,-117.084906
32.686782,-117.091828
32.691156,-117.094637
32.69505,-117.094746
32.691156,-117.094637
32.691184,-117.094646
32.706078999999995,-117.095707
32.700911,-117.094648
32.706078999999995,-117.095707
32.709553,-117.098712
32.71562,-117.102668
32.71562,-117.102668
32.724275,-117.102656
32.724289,-117.10266
32.724289,-117.10266
32.724289,-117.10266
32.729888,-117.107483
32.734846000000005,-117.113294
32.737596999999994,-117.114371
32.588107,-117.036209
32.588107,-117.036209
32.747207,-117.121169
32.747207,-117.121169
32.747207,-117.121169
32.750436,-117.123137
32.760845,-117.12661
32.781007,-117.138625
32.782683,-117.140648
32.78921500000001,-117.148381
32.78921500000001,-117.148381
32.78921500000001,-117.148381
32.793921999999995,-117.149602
32.800142,-117.149601
32.804673,-117.150822
32.81172,-117.15531
32.822716,-117.162825
32.822716,-117.162825
32.817749,-117.159929
32.81935900000001,-117.160872
32.832144,-117.168507
32.834353,-117.169886
32.834353,-117.169886
32.835278,-117.170465
32.835278,-117.170465
32.842493,-117.174848
32.847538,-117.177909
32.847577,-117.177932
32.847538,-117.177909
32.859732,-117.185429
32.859732,-117.185429
32.855584,-117.182818
32.858929,-117.184894
